"Date","Price","Open","High","Low","Vol.","Change %"
"Sep 05, 2008","1,242.31","1,233.21","1,244.94","1,217.23","-","0.44%"
"Sep 04, 2008","1,236.83","1,271.80","1,271.80","1,232.83","-","-2.99%"
"Sep 03, 2008","1,274.98","1,276.61","1,280.60","1,265.59","-","-0.20%"
"Sep 02, 2008","1,277.58","1,287.83","1,303.04","1,272.20","-","-0.41%"
"Aug 29, 2008","1,282.83","1,296.49","1,297.59","1,282.74","-","-1.37%"
"Aug 28, 2008","1,300.68","1,283.79","1,300.68","1,283.79","-","1.48%"
"Aug 27, 2008","1,281.66","1,271.29","1,285.05","1,270.03","-","0.80%"
"Aug 26, 2008","1,271.51","1,267.03","1,275.65","1,263.21","-","0.37%"
"Aug 25, 2008","1,266.84","1,290.47","1,290.47","1,264.87","-","-1.96%"
"Aug 22, 2008","1,292.20","1,277.59","1,293.09","1,277.59","-","1.13%"
"Aug 21, 2008","1,277.72","1,271.07","1,281.40","1,265.22","-","0.25%"
"Aug 20, 2008","1,274.54","1,267.34","1,276.01","1,261.16","-","0.62%"
"Aug 19, 2008","1,266.69","1,276.65","1,276.65","1,263.11","-","-0.93%"
"Aug 18, 2008","1,278.60","1,298.14","1,300.22","1,274.51","-","-1.51%"
"Aug 15, 2008","1,298.20","1,293.85","1,302.05","1,290.74","-","0.41%"
"Aug 14, 2008","1,292.93","1,282.11","1,300.11","1,276.84","-","0.55%"
"Aug 13, 2008","1,285.83","1,288.64","1,294.03","1,274.86","-","-0.29%"
"Aug 12, 2008","1,289.59","1,304.79","1,304.79","1,285.64","-","-1.21%"
"Aug 11, 2008","1,305.32","1,294.42","1,313.15","1,291.41","-","0.69%"
"Aug 08, 2008","1,296.32","1,266.29","1,297.85","1,262.11","-","2.39%"
"Aug 07, 2008","1,266.07","1,286.51","1,286.51","1,264.29","-","-1.79%"
"Aug 06, 2008","1,289.19","1,283.99","1,291.67","1,276.00","-","0.34%"
"Aug 05, 2008","1,284.88","1,254.87","1,284.88","1,254.67","-","2.87%"
"Aug 04, 2008","1,249.01","1,253.27","1,260.49","1,247.45","-","-0.90%"
"Aug 01, 2008","1,260.31","1,269.42","1,270.52","1,254.54","-","-0.56%"
"Jul 31, 2008","1,267.38","1,281.37","1,284.93","1,265.97","-","-1.31%"
"Jul 30, 2008","1,284.26","1,264.52","1,284.33","1,264.52","-","1.67%"
"Jul 29, 2008","1,263.20","1,236.38","1,263.20","1,236.38","-","2.34%"
"Jul 28, 2008","1,234.37","1,257.76","1,260.09","1,234.37","-","-1.86%"
"Jul 25, 2008","1,257.76","1,253.51","1,263.23","1,251.75","-","0.42%"
"Jul 24, 2008","1,252.54","1,283.22","1,283.22","1,251.48","-","-2.31%"
"Jul 23, 2008","1,282.19","1,278.87","1,291.17","1,276.06","-","0.41%"
"Jul 22, 2008","1,277.00","1,257.08","1,277.42","1,248.83","-","1.35%"
"Jul 21, 2008","1,260.00","1,261.82","1,267.74","1,255.70","-","-0.05%"
"Jul 18, 2008","1,260.68","1,258.22","1,262.23","1,251.81","-","0.03%"
"Jul 17, 2008","1,260.32","1,246.31","1,262.31","1,241.49","-","1.20%"
"Jul 16, 2008","1,245.36","1,214.65","1,245.52","1,211.39","-","2.51%"
"Jul 15, 2008","1,214.91","1,226.83","1,234.35","1,200.44","-","-1.09%"
"Jul 14, 2008","1,228.30","1,241.61","1,253.50","1,225.01","-","-0.90%"
"Jul 11, 2008","1,239.49","1,248.66","1,257.27","1,225.35","-","-1.11%"
"Jul 10, 2008","1,253.39","1,245.25","1,257.65","1,236.76","-","0.70%"
"Jul 09, 2008","1,244.69","1,273.38","1,277.36","1,244.57","-","-2.28%"
"Jul 08, 2008","1,273.70","1,251.84","1,274.17","1,242.84","-","1.71%"
"Jul 07, 2008","1,252.31","1,262.90","1,273.95","1,240.68","-","-0.84%"
"Jul 03, 2008","1,262.90","1,262.96","1,271.48","1,252.01","-","0.11%"
"Jul 02, 2008","1,261.52","1,285.82","1,292.17","1,261.51","-","-1.82%"
"Jul 01, 2008","1,284.91","1,276.69","1,285.31","1,260.68","-","0.38%"
"Jun 30, 2008","1,280.00","1,278.06","1,290.31","1,274.86","-","0.13%"
"Jun 27, 2008","1,278.38","1,283.60","1,289.45","1,272.00","-","-0.37%"
"Jun 26, 2008","1,283.15","1,316.29","1,316.29","1,283.15","-","-2.94%"
"Jun 25, 2008","1,321.97","1,314.54","1,335.63","1,314.54","-","0.58%"
"Jun 24, 2008","1,314.29","1,317.23","1,326.02","1,304.42","-","-0.28%"
"Jun 23, 2008","1,318.00","1,319.77","1,323.78","1,315.31","-","0.01%"
"Jun 20, 2008","1,317.93","1,341.02","1,341.02","1,314.46","-","-1.85%"
"Jun 19, 2008","1,342.83","1,336.89","1,347.66","1,330.50","-","0.38%"
"Jun 18, 2008","1,337.81","1,349.59","1,349.59","1,333.40","-","-0.97%"
"Jun 17, 2008","1,350.93","1,360.71","1,366.59","1,350.54","-","-0.68%"
"Jun 16, 2008","1,360.14","1,358.85","1,364.70","1,352.07","-","0.01%"
"Jun 13, 2008","1,360.03","1,341.81","1,360.03","1,341.71","-","1.50%"
"Jun 12, 2008","1,339.87","1,335.78","1,353.03","1,331.29","-","0.33%"
"Jun 11, 2008","1,335.49","1,357.09","1,357.09","1,335.47","-","-1.69%"
"Jun 10, 2008","1,358.44","1,358.98","1,366.84","1,351.56","-","-0.24%"
"Jun 09, 2008","1,361.76","1,360.83","1,370.63","1,350.62","-","0.08%"
"Jun 06, 2008","1,360.68","1,400.06","1,400.06","1,359.90","-","-3.09%"
"Jun 05, 2008","1,404.05","1,377.48","1,404.05","1,377.48","-","1.95%"
"Jun 04, 2008","1,377.20","1,376.26","1,388.18","1,371.74","-","-0.03%"
"Jun 03, 2008","1,377.65","1,386.42","1,393.12","1,370.12","-","-0.58%"
"Jun 02, 2008","1,385.67","1,399.62","1,399.62","1,377.79","-","-1.05%"
"May 30, 2008","1,400.38","1,398.36","1,404.46","1,398.08","-","0.15%"
"May 29, 2008","1,398.26","1,390.50","1,406.32","1,388.59","-","0.53%"
"May 28, 2008","1,390.84","1,386.54","1,391.25","1,378.16","-","0.40%"
"May 27, 2008","1,385.35","1,375.97","1,387.40","1,373.07","-","0.68%"
"May 23, 2008","1,375.93","1,392.20","1,392.20","1,373.72","-","-1.32%"
"May 22, 2008","1,394.35","1,390.83","1,399.07","1,390.23","-","0.26%"
"May 21, 2008","1,390.71","1,414.06","1,419.12","1,388.81","-","-1.61%"
"May 20, 2008","1,413.40","1,424.49","1,424.49","1,409.09","-","-0.93%"
"May 19, 2008","1,426.63","1,425.28","1,440.24","1,421.63","-","0.09%"
"May 16, 2008","1,425.35","1,423.89","1,425.82","1,414.35","-","0.13%"
"May 15, 2008","1,423.57","1,408.36","1,424.40","1,406.87","-","1.06%"
"May 14, 2008","1,408.66","1,405.65","1,420.19","1,405.65","-","0.40%"
"May 13, 2008","1,403.04","1,404.40","1,406.30","1,396.26","-","-0.04%"
"May 12, 2008","1,403.58","1,389.40","1,404.06","1,386.20","-","1.10%"
"May 09, 2008","1,388.28","1,394.90","1,394.90","1,384.11","-","-0.67%"
"May 08, 2008","1,397.68","1,394.29","1,402.35","1,389.39","-","0.37%"
"May 07, 2008","1,392.57","1,417.49","1,419.54","1,391.16","-","-1.81%"
"May 06, 2008","1,418.26","1,405.60","1,421.57","1,397.10","-","0.77%"
"May 05, 2008","1,407.49","1,415.34","1,415.34","1,404.37","-","-0.45%"
"May 02, 2008","1,413.90","1,409.16","1,422.72","1,406.25","-","0.32%"
"May 01, 2008","1,409.34","1,385.97","1,410.07","1,383.07","-","1.71%"
"Apr 30, 2008","1,385.59","1,391.22","1,404.57","1,384.25","-","-0.38%"
"Apr 29, 2008","1,390.94","1,395.61","1,397.00","1,386.70","-","-0.39%"
"Apr 28, 2008","1,396.37","1,397.96","1,402.90","1,394.40","-","-0.11%"
"Apr 25, 2008","1,397.84","1,387.88","1,399.11","1,379.98","-","0.65%"
"Apr 24, 2008","1,388.82","1,380.52","1,397.72","1,371.09","-","0.64%"
"Apr 23, 2008","1,379.93","1,378.40","1,387.87","1,372.24","-","0.29%"
"Apr 22, 2008","1,375.94","1,386.43","1,386.43","1,369.84","-","-0.88%"
"Apr 21, 2008","1,388.17","1,387.72","1,390.23","1,379.25","-","-0.16%"
"Apr 18, 2008","1,390.33","1,369.00","1,395.90","1,369.00","-","1.81%"
"Apr 17, 2008","1,365.56","1,363.37","1,368.60","1,357.25","-","0.06%"
"Apr 16, 2008","1,364.71","1,337.02","1,365.49","1,337.02","-","2.27%"
"Apr 15, 2008","1,334.43","1,331.72","1,337.72","1,324.35","-","0.46%"
"Apr 14, 2008","1,328.32","1,332.20","1,335.64","1,326.16","-","-0.34%"
"Apr 11, 2008","1,332.83","1,357.98","1,357.98","1,331.21","-","-2.04%"
"Apr 10, 2008","1,360.55","1,355.37","1,367.24","1,350.11","-","0.45%"
"Apr 09, 2008","1,354.49","1,365.50","1,368.39","1,349.97","-","-0.81%"
"Apr 08, 2008","1,365.54","1,370.16","1,370.16","1,360.62","-","-0.51%"
"Apr 07, 2008","1,372.54","1,373.69","1,386.74","1,369.02","-","0.16%"
"Apr 04, 2008","1,370.40","1,369.85","1,380.91","1,362.83","-","0.08%"
"Apr 03, 2008","1,369.31","1,365.69","1,375.66","1,358.68","-","0.13%"
"Apr 02, 2008","1,367.53","1,369.96","1,377.95","1,361.55","-","-0.19%"
"Apr 01, 2008","1,370.18","1,326.41","1,370.18","1,326.41","-","3.59%"
"Mar 31, 2008","1,322.70","1,315.92","1,328.52","1,312.81","-","0.57%"
"Mar 28, 2008","1,315.22","1,327.02","1,334.87","1,312.95","-","-0.80%"
"Mar 27, 2008","1,325.76","1,340.34","1,345.62","1,325.66","-","-1.15%"
"Mar 26, 2008","1,341.13","1,352.45","1,352.45","1,336.41","-","-0.88%"
"Mar 25, 2008","1,352.99","1,349.07","1,357.47","1,341.21","-","0.23%"
"Mar 24, 2008","1,349.88","1,330.29","1,359.68","1,330.29","-","1.53%"
"Mar 20, 2008","1,329.51","1,299.67","1,330.67","1,295.22","-","2.39%"
"Mar 19, 2008","1,298.42","1,330.97","1,341.51","1,298.42","-","-2.43%"
"Mar 18, 2008","1,330.74","1,277.16","1,330.74","1,277.16","-","4.24%"
"Mar 17, 2008","1,276.60","1,283.21","1,287.50","1,256.98","-","-0.90%"
"Mar 14, 2008","1,288.14","1,316.05","1,321.47","1,274.86","-","-2.08%"
"Mar 13, 2008","1,315.48","1,305.26","1,321.68","1,282.11","-","0.51%"
"Mar 12, 2008","1,308.77","1,321.13","1,333.26","1,307.86","-","-0.90%"
"Mar 11, 2008","1,320.65","1,274.40","1,320.65","1,274.40","-","3.71%"
"Mar 10, 2008","1,273.37","1,293.16","1,295.01","1,272.66","-","-1.55%"
"Mar 07, 2008","1,293.37","1,301.53","1,313.24","1,282.43","-","-0.84%"
"Mar 06, 2008","1,304.34","1,332.20","1,332.20","1,303.42","-","-2.20%"
"Mar 05, 2008","1,333.70","1,327.69","1,344.19","1,320.22","-","0.52%"
"Mar 04, 2008","1,326.75","1,329.58","1,331.03","1,307.39","-","-0.34%"
"Mar 03, 2008","1,331.34","1,330.45","1,335.13","1,320.04","-","0.05%"
"Feb 29, 2008","1,330.63","1,364.07","1,364.07","1,325.42","-","-2.71%"
"Feb 28, 2008","1,367.68","1,378.16","1,378.16","1,363.16","-","-0.89%"
"Feb 27, 2008","1,380.02","1,378.95","1,388.34","1,372.00","-","-0.09%"
"Feb 26, 2008","1,381.29","1,371.76","1,387.34","1,363.29","-","0.69%"
"Feb 25, 2008","1,371.80","1,352.75","1,374.36","1,346.03","-","1.38%"
"Feb 22, 2008","1,353.11","1,344.22","1,354.30","1,327.04","-","0.79%"
"Feb 21, 2008","1,342.53","1,362.21","1,367.94","1,339.34","-","-1.29%"
"Feb 20, 2008","1,360.03","1,348.39","1,363.71","1,336.55","-","0.83%"
"Feb 19, 2008","1,348.78","1,355.86","1,367.28","1,345.05","-","-0.09%"
"Feb 15, 2008","1,349.99","1,347.52","1,350.00","1,338.13","-","0.08%"
"Feb 14, 2008","1,348.86","1,367.33","1,368.16","1,347.31","-","-1.34%"
"Feb 13, 2008","1,367.21","1,353.12","1,369.23","1,350.78","-","1.36%"
"Feb 12, 2008","1,348.86","1,340.55","1,362.10","1,339.36","-","0.73%"
"Feb 11, 2008","1,339.13","1,331.92","1,341.40","1,320.32","-","0.59%"
"Feb 08, 2008","1,331.29","1,336.88","1,341.22","1,321.06","-","-0.42%"
"Feb 07, 2008","1,336.91","1,324.01","1,347.16","1,316.75","-","0.79%"
"Feb 06, 2008","1,326.45","1,339.48","1,351.96","1,324.34","-","-0.76%"
"Feb 05, 2008","1,336.64","1,380.28","1,380.28","1,336.64","-","-3.20%"
"Feb 04, 2008","1,380.82","1,395.38","1,395.38","1,379.69","-","-1.05%"
"Feb 01, 2008","1,395.42","1,378.60","1,396.02","1,375.93","-","1.22%"
"Jan 31, 2008","1,378.55","1,351.98","1,385.62","1,334.08","-","1.68%"
"Jan 30, 2008","1,355.81","1,362.22","1,385.86","1,352.95","-","-0.48%"
"Jan 29, 2008","1,362.30","1,355.94","1,364.93","1,350.19","-","0.62%"
"Jan 28, 2008","1,353.96","1,330.70","1,353.97","1,322.26","-","1.75%"
"Jan 25, 2008","1,330.61","1,357.32","1,368.56","1,327.50","-","-1.59%"
"Jan 24, 2008","1,352.07","1,340.13","1,355.15","1,334.31","-","1.01%"
"Jan 23, 2008","1,338.60","1,310.41","1,339.09","1,270.05","-","2.14%"
"Jan 22, 2008","1,310.50","1,312.94","1,322.09","1,274.29","-","-1.11%"
"Jan 18, 2008","1,325.19","1,333.90","1,350.28","1,312.51","-","-0.60%"
"Jan 17, 2008","1,333.25","1,374.79","1,377.72","1,330.67","-","-2.91%"
"Jan 16, 2008","1,373.20","1,377.41","1,391.99","1,364.27","-","-0.56%"
"Jan 15, 2008","1,380.95","1,411.88","1,411.88","1,380.60","-","-2.49%"
"Jan 14, 2008","1,416.25","1,402.91","1,417.89","1,402.91","-","1.09%"
"Jan 11, 2008","1,401.02","1,419.91","1,419.91","1,394.83","-","-1.36%"
"Jan 10, 2008","1,420.33","1,406.78","1,429.09","1,395.31","-","0.79%"
"Jan 09, 2008","1,409.13","1,390.25","1,409.19","1,378.70","-","1.36%"
"Jan 08, 2008","1,390.19","1,415.71","1,430.28","1,388.30","-","-1.84%"
"Jan 07, 2008","1,416.18","1,414.07","1,423.87","1,403.45","-","0.32%"
"Jan 04, 2008","1,411.63","1,444.01","1,444.01","1,411.19","-","-2.46%"
"Jan 03, 2008","1,447.16","1,447.55","1,456.80","1,443.73","-","0.00%"
"Jan 02, 2008","1,447.16","1,467.97","1,471.77","1,442.07","-","-1.44%"
"Dec 31, 2007","1,468.36","1,475.25","1,475.83","1,465.13","-","-0.69%"
"Dec 28, 2007","1,478.49","1,479.83","1,488.01","1,471.70","-","0.15%"
"Dec 27, 2007","1,476.27","1,495.05","1,495.05","1,475.86","-","-1.43%"
"Dec 26, 2007","1,497.66","1,495.12","1,498.85","1,488.20","-","0.08%"
"Dec 24, 2007","1,496.45","1,484.55","1,497.63","1,484.55","-","0.81%"
"Dec 21, 2007","1,484.46","1,463.19","1,485.40","1,463.19","-","1.67%"
"Dec 20, 2007","1,460.12","1,456.42","1,461.53","1,447.22","-","0.49%"
"Dec 19, 2007","1,453.00","1,454.70","1,464.42","1,445.31","-","-0.14%"
"Dec 18, 2007","1,454.98","1,445.92","1,460.16","1,435.65","-","0.63%"
"Dec 17, 2007","1,445.90","1,465.05","1,465.05","1,445.43","-","-1.50%"
"Dec 14, 2007","1,467.95","1,486.19","1,486.67","1,467.78","-","-1.37%"
"Dec 13, 2007","1,488.41","1,483.27","1,489.40","1,469.21","-","0.12%"
"Dec 12, 2007","1,486.59","1,487.58","1,511.96","1,468.23","-","0.61%"
"Dec 11, 2007","1,477.65","1,516.68","1,523.57","1,475.99","-","-2.53%"
"Dec 10, 2007","1,515.96","1,505.11","1,518.27","1,504.96","-","0.75%"
"Dec 07, 2007","1,504.66","1,508.60","1,510.63","1,502.66","-","-0.18%"
"Dec 06, 2007","1,507.34","1,484.59","1,508.02","1,482.19","-","1.50%"
"Dec 05, 2007","1,485.01","1,465.22","1,486.09","1,465.22","-","1.52%"
"Dec 04, 2007","1,462.79","1,471.34","1,471.34","1,460.66","-","-0.65%"
"Dec 03, 2007","1,472.42","1,479.63","1,481.16","1,470.08","-","-0.59%"
"Nov 30, 2007","1,481.14","1,471.83","1,488.94","1,470.89","-","0.78%"
"Nov 29, 2007","1,469.72","1,467.41","1,473.81","1,458.36","-","0.05%"
"Nov 28, 2007","1,469.02","1,432.95","1,471.62","1,432.95","-","2.86%"
"Nov 27, 2007","1,428.23","1,409.59","1,429.49","1,407.43","-","1.49%"
"Nov 26, 2007","1,407.22","1,440.74","1,446.09","1,406.10","-","-2.32%"
"Nov 23, 2007","1,440.70","1,417.62","1,440.86","1,417.62","-","1.69%"
"Nov 21, 2007","1,416.77","1,434.71","1,436.40","1,415.64","-","-1.59%"
"Nov 20, 2007","1,439.70","1,434.51","1,452.64","1,419.28","-","0.45%"
"Nov 19, 2007","1,433.27","1,456.70","1,456.70","1,430.42","-","-1.75%"
"Nov 16, 2007","1,458.74","1,453.09","1,462.18","1,443.99","-","0.52%"
"Nov 15, 2007","1,451.15","1,468.04","1,472.67","1,443.49","-","-1.32%"
"Nov 14, 2007","1,470.58","1,483.40","1,492.14","1,466.47","-","-0.71%"
"Nov 13, 2007","1,481.05","1,441.35","1,481.37","1,441.35","-","2.91%"
"Nov 12, 2007","1,439.18","1,453.66","1,464.94","1,438.53","-","-1.00%"
"Nov 09, 2007","1,453.70","1,467.59","1,474.09","1,448.51","-","-1.43%"
"Nov 08, 2007","1,474.77","1,475.27","1,482.50","1,450.31","-","-0.06%"
"Nov 07, 2007","1,475.62","1,515.46","1,515.46","1,475.04","-","-2.94%"
"Nov 06, 2007","1,520.27","1,505.33","1,520.77","1,499.07","-","1.20%"
"Nov 05, 2007","1,502.17","1,505.61","1,510.84","1,489.95","-","-0.50%"
"Nov 02, 2007","1,509.65","1,511.07","1,513.15","1,492.53","-","0.08%"
"Nov 01, 2007","1,508.44","1,545.79","1,545.79","1,506.66","-","-2.64%"
"Oct 31, 2007","1,549.38","1,532.15","1,552.76","1,529.40","-","1.20%"
"Oct 30, 2007","1,531.02","1,539.42","1,539.42","1,529.55","-","-0.65%"
"Oct 29, 2007","1,540.98","1,536.92","1,544.67","1,536.43","-","0.37%"
"Oct 26, 2007","1,535.28","1,522.17","1,535.53","1,520.18","-","1.38%"
"Oct 25, 2007","1,514.40","1,516.15","1,523.24","1,500.46","-","-0.10%"
"Oct 24, 2007","1,515.88","1,516.61","1,517.23","1,489.56","-","-0.24%"
"Oct 23, 2007","1,519.59","1,509.30","1,520.01","1,503.61","-","0.88%"
"Oct 22, 2007","1,506.33","1,497.79","1,508.06","1,490.40","-","0.38%"
"Oct 19, 2007","1,500.63","1,540.00","1,540.00","1,500.26","-","-2.56%"
"Oct 18, 2007","1,540.08","1,539.29","1,542.79","1,531.76","-","-0.08%"
"Oct 17, 2007","1,541.24","1,544.44","1,550.66","1,526.01","-","0.18%"
"Oct 16, 2007","1,538.53","1,547.81","1,547.81","1,536.29","-","-0.66%"
"Oct 15, 2007","1,548.71","1,562.25","1,564.74","1,540.81","-","-0.84%"
"Oct 12, 2007","1,561.80","1,555.41","1,563.03","1,554.09","-","0.48%"
"Oct 11, 2007","1,554.41","1,564.72","1,576.09","1,546.72","-","-0.52%"
"Oct 10, 2007","1,562.47","1,564.98","1,565.42","1,555.46","-","-0.17%"
"Oct 09, 2007","1,565.15","1,553.18","1,565.26","1,551.82","-","0.81%"
"Oct 08, 2007","1,552.58","1,556.51","1,556.51","1,549.00","-","-0.32%"
"Oct 05, 2007","1,557.59","1,543.84","1,561.91","1,543.84","-","0.96%"
"Oct 04, 2007","1,542.84","1,539.91","1,544.02","1,537.63","-","0.21%"
"Oct 03, 2007","1,539.59","1,545.80","1,545.84","1,536.34","-","-0.46%"
"Oct 02, 2007","1,546.63","1,546.96","1,548.01","1,540.37","-","-0.03%"
"Oct 01, 2007","1,547.04","1,527.29","1,549.02","1,527.25","-","1.02%"
"Sep 27, 2007","1,531.38","1,527.32","1,532.46","1,525.81","-","0.39%"
"Sep 26, 2007","1,525.42","1,518.62","1,529.39","1,518.62","-","0.54%"
"Sep 25, 2007","1,517.21","1,516.34","1,518.27","1,507.13","-","-0.03%"
"Sep 24, 2007","1,517.73","1,525.75","1,530.18","1,516.15","-","-0.53%"
"Sep 21, 2007","1,525.75","1,518.75","1,530.89","1,518.75","-","0.46%"
"Sep 20, 2007","1,518.75","1,528.69","1,529.14","1,516.42","-","-0.67%"
"Sep 19, 2007","1,529.03","1,519.75","1,538.74","1,519.75","-","0.61%"
"Sep 18, 2007","1,519.78","1,476.63","1,519.89","1,476.63","-","2.92%"
"Sep 17, 2007","1,476.65","1,484.24","1,484.24","1,471.82","-","-0.51%"
"Sep 14, 2007","1,484.25","1,483.95","1,485.99","1,473.18","-","0.02%"
"Sep 13, 2007","1,483.95","1,471.47","1,489.58","1,471.47","-","0.84%"
"Sep 12, 2007","1,471.56","1,471.10","1,479.50","1,465.75","-","0.00%"
"Sep 11, 2007","1,471.49","1,451.69","1,472.48","1,451.69","-","1.36%"
"Sep 10, 2007","1,451.70","1,453.50","1,462.25","1,439.29","-","-0.13%"
"Sep 07, 2007","1,453.55","1,478.55","1,478.55","1,449.07","-","-1.69%"
"Sep 06, 2007","1,478.55","1,472.03","1,481.49","1,467.41","-","0.43%"
"Sep 05, 2007","1,472.29","1,488.76","1,488.76","1,466.34","-","-1.15%"
"Sep 04, 2007","1,489.42","1,473.96","1,496.40","1,472.15","-","1.05%"
"Aug 31, 2007","1,473.99","1,457.61","1,481.47","1,457.61","-","1.12%"
"Aug 30, 2007","1,457.64","1,463.67","1,468.43","1,451.25","-","-0.42%"
"Aug 29, 2007","1,463.76","1,432.01","1,463.76","1,432.01","-","2.19%"
"Aug 28, 2007","1,432.36","1,466.72","1,466.72","1,432.01","-","-2.35%"
"Aug 27, 2007","1,466.79","1,479.36","1,479.36","1,465.98","-","-0.85%"
"Aug 24, 2007","1,479.37","1,462.34","1,479.40","1,460.54","-","1.15%"
"Aug 23, 2007","1,462.50","1,464.05","1,472.06","1,453.88","-","-0.11%"
"Aug 22, 2007","1,464.07","1,447.03","1,464.86","1,447.03","-","1.17%"
"Aug 21, 2007","1,447.12","1,445.55","1,455.32","1,439.76","-","0.11%"
"Aug 20, 2007","1,445.55","1,445.94","1,451.75","1,430.54","-","-0.03%"
"Aug 17, 2007","1,445.94","1,411.26","1,450.33","1,411.26","-","2.46%"
"Aug 16, 2007","1,411.27","1,406.64","1,415.97","1,370.60","-","0.32%"
"Aug 15, 2007","1,406.70","1,426.15","1,440.78","1,404.36","-","-1.39%"
"Aug 14, 2007","1,426.54","1,452.87","1,456.74","1,426.20","-","-1.82%"
"Aug 13, 2007","1,452.92","1,453.42","1,466.29","1,451.54","-","-0.05%"
"Aug 10, 2007","1,453.64","1,453.09","1,462.02","1,429.74","-","0.04%"
"Aug 09, 2007","1,453.09","1,497.21","1,497.21","1,453.09","-","-2.96%"
"Aug 08, 2007","1,497.49","1,476.22","1,503.89","1,476.22","-","1.41%"
"Aug 07, 2007","1,476.71","1,467.62","1,488.30","1,455.80","-","0.62%"
"Aug 06, 2007","1,467.67","1,433.04","1,467.67","1,427.39","-","2.42%"
"Aug 03, 2007","1,433.06","1,472.18","1,473.23","1,432.80","-","-2.66%"
"Aug 02, 2007","1,472.20","1,465.46","1,476.43","1,460.58","-","0.44%"
"Aug 01, 2007","1,465.81","1,455.18","1,468.38","1,439.59","-","0.72%"
"Jul 31, 2007","1,455.27","1,473.90","1,488.30","1,454.25","-","-1.26%"
"Jul 30, 2007","1,473.91","1,458.93","1,477.88","1,454.32","-","1.03%"
"Jul 27, 2007","1,458.95","1,482.44","1,488.53","1,458.95","-","-1.60%"
"Jul 26, 2007","1,482.66","1,518.09","1,518.09","1,465.30","-","-2.33%"
"Jul 25, 2007","1,518.09","1,511.03","1,524.31","1,503.73","-","0.47%"
"Jul 24, 2007","1,511.04","1,541.57","1,541.57","1,508.62","-","-1.98%"
"Jul 23, 2007","1,541.57","1,534.06","1,547.23","1,534.06","-","0.49%"
"Jul 20, 2007","1,534.10","1,553.19","1,553.19","1,529.20","-","-1.22%"
"Jul 19, 2007","1,553.08","1,546.13","1,555.20","1,546.13","-","0.45%"
"Jul 18, 2007","1,546.17","1,549.20","1,549.20","1,533.67","-","-0.21%"
"Jul 17, 2007","1,549.37","1,549.52","1,555.32","1,547.74","-","-0.01%"
"Jul 16, 2007","1,549.52","1,552.50","1,555.90","1,546.69","-","-0.19%"
"Jul 13, 2007","1,552.50","1,547.68","1,555.10","1,544.85","-","0.31%"
"Jul 12, 2007","1,547.70","1,518.74","1,547.92","1,518.74","-","1.91%"
"Jul 11, 2007","1,518.76","1,509.93","1,519.34","1,506.10","-","0.57%"
"Jul 10, 2007","1,510.12","1,531.85","1,531.85","1,510.01","-","-1.42%"
"Jul 09, 2007","1,531.85","1,530.43","1,534.26","1,527.45","-","0.09%"
"Jul 06, 2007","1,530.44","1,524.96","1,532.40","1,520.47","-","0.33%"
"Jul 05, 2007","1,525.40","1,524.86","1,526.57","1,517.72","-","0.03%"
"Jul 03, 2007","1,524.87","1,519.12","1,526.01","1,519.12","-","0.36%"
"Jul 02, 2007","1,519.43","1,504.66","1,519.45","1,504.66","-","1.07%"
"Jun 29, 2007","1,503.35","1,505.70","1,517.53","1,493.61","-","-0.16%"
"Jun 28, 2007","1,505.71","1,506.32","1,514.84","1,503.41","-","-0.04%"
"Jun 27, 2007","1,506.34","1,492.62","1,506.80","1,484.18","-","0.90%"
"Jun 26, 2007","1,492.89","1,497.68","1,506.12","1,490.54","-","-0.32%"
"Jun 25, 2007","1,497.74","1,502.56","1,514.29","1,492.68","-","-0.32%"
"Jun 22, 2007","1,502.56","1,522.19","1,522.19","1,500.74","-","-1.29%"
"Jun 21, 2007","1,522.19","1,512.50","1,522.90","1,504.75","-","0.62%"
"Jun 20, 2007","1,512.84","1,533.68","1,537.32","1,512.36","-","-1.36%"
"Jun 19, 2007","1,533.70","1,531.02","1,535.85","1,525.67","-","0.17%"
"Jun 18, 2007","1,531.05","1,532.90","1,535.44","1,529.31","-","-0.12%"
"Jun 15, 2007","1,532.91","1,522.97","1,538.71","1,522.97","-","0.65%"
"Jun 14, 2007","1,522.97","1,515.58","1,526.45","1,515.58","-","0.48%"
"Jun 13, 2007","1,515.67","1,492.65","1,515.70","1,492.65","-","1.52%"
"Jun 12, 2007","1,493.00","1,509.12","1,511.33","1,492.97","-","-1.07%"
"Jun 11, 2007","1,509.12","1,507.64","1,515.53","1,503.35","-","0.10%"
"Jun 08, 2007","1,507.67","1,490.71","1,507.76","1,487.41","-","1.14%"
"Jun 07, 2007","1,490.72","1,517.36","1,517.36","1,490.37","-","-1.76%"
"Jun 06, 2007","1,517.38","1,530.57","1,530.57","1,514.13","-","-0.89%"
"Jun 05, 2007","1,530.95","1,539.12","1,539.12","1,525.62","-","-0.53%"
"Jun 04, 2007","1,539.18","1,536.28","1,540.53","1,532.31","-","0.18%"
"Jun 01, 2007","1,536.34","1,530.62","1,540.56","1,530.62","-","0.37%"
"May 31, 2007","1,530.62","1,530.19","1,535.56","1,528.26","-","0.03%"
"May 30, 2007","1,530.23","1,517.60","1,530.23","1,510.06","-","0.80%"
"May 29, 2007","1,518.11","1,515.55","1,521.80","1,512.02","-","0.16%"
